container;schiff;sea_etd_pol;sea_eta_pod;sea_dat_ank_hafen;sea_dat_cont_entl;sea_dat_abf_hafen;sea_dat_ank_vz;pod_id;pod_name;pod_land
MSCU5943620;MSC AMELIA;28.06.2021 00:00;16.08.2021 00:00;;;19.09.2021 00:00;27.09.2021 00:00;ANR;Antwerpen;BE
TEMU7750609;ZEUS LUMOS;02.10.2021 00:00;03.11.2021 00:00;03.11.2021 00:00;04.11.2021 00:00;12.11.2021 00:00;16.11.2021 00:00;GOA;Genoa;IT
CIPU5049103;MSC BETTINA;12.08.2021 00:00;25.09.2021 00:00;24.09.2021 00:00;26.09.2021 00:00;28.09.2021 00:00;12.10.2021 00:00;ANR;Antwerpen;BE
PONU1941465;POLAR PERU;27.07.2021 00:00;07.09.2021 00:00;07.09.2021 00:00;08.09.2021 00:00;12.09.2021 00:00;23.09.2021 00:00;ANR;Antwerpen;BE
GATU8638027;MSC LONDON;30.07.2021 00:00;19.09.2021 00:00;19.09.2021 00:00;22.09.2021 00:00;25.09.2021 00:00;07.10.2021 00:00;ANR;Antwerpen;BE
APZU4386360;COSCO PRIDE;23.07.2021 00:00;02.09.2021 00:00;30.08.2021 00:00;12.09.2021 00:00;15.09.2021 00:00;23.09.2021 00:00;SPE;La Spezia;IT
SUDU5311175;MSC DILETTA;10.07.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;12.09.2021 00:00;27.09.2021 00:00;07.10.2021 00:00;RTM;Rotterdam;NL
FCIU2010306;MSC LONDON;18.07.2021 00:00;19.09.2021 00:00;19.09.2021 00:00;19.09.2021 00:00;23.09.2021 00:00;28.09.2021 00:00;ANR;Antwerpen;BE
MRKU0369395;MSC BARI;08.09.2021 00:00;07.10.2021 00:00;07.10.2021 00:00;07.10.2021 00:00;11.10.2021 00:00;;RTM;Rotterdam;NL
MSMU5436890;MSC DILETTA;11.07.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;20.09.2021 00:00;27.09.2021 00:00;RTM;Rotterdam;NL
TGHU4696928;MSC LONDON;15.07.2021 00:00;19.09.2021 00:00;19.09.2021 00:00;21.09.2021 00:00;24.09.2021 00:00;30.09.2021 00:00;ANR;Antwerpen;BE
TLLU6917987;MAERSK HERRERA;17.08.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;24.09.2021 00:00;05.10.2021 00:00;RTM;Rotterdam;NL
FANU1065954;BALTIC BRIDGE;13.08.2021 00:00;24.09.2021 00:00;25.09.2021 00:00;25.09.2021 00:00;06.10.2021 00:00;12.10.2021 00:00;GOA;Genoa;IT
TCLU8589240;THALASSA AXIA;17.08.2021 00:00;25.09.2021 00:00;25.09.2021 00:00;27.09.2021 00:00;29.09.2021 00:00;06.10.2021 00:00;ANR;Antwerpen;BE
TRLU4887499;AL NASRIYAH;28.08.2021 00:00;23.09.2021 00:00;23.09.2021 00:00;25.09.2021 00:00;24.09.2021 00:00;07.10.2021 00:00;GOA;Genoa;IT
MEDU1800016;MSC DILETTA;05.08.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;11.09.2021 00:00;24.09.2021 00:00;02.10.2021 00:00;RTM;Rotterdam;NL
BMOU3019845;HMM HANUL;09.07.2021 00:00;05.09.2021 00:00;05.09.2021 00:00;06.09.2021 00:00;14.09.2021 00:00;23.09.2021 00:00;RTM;Rotterdam;NL
MSCU5336484;MSC NOA;16.08.2021 00:00;17.09.2021 00:00;01.10.2021 00:00;01.10.2021 00:00;06.10.2021 00:00;13.10.2021 00:00;ANR;Antwerpen;BE
MSMU8983627;MSC DEILA;31.07.2021 00:00;08.09.2021 00:00;08.09.2021 00:00;09.09.2021 00:00;11.09.2021 00:00;25.09.2021 00:00;ANR;Antwerpen;BE
FCIU6211633;HMM HANUL;06.07.2021 00:00;05.09.2021 00:00;05.09.2021 00:00;05.09.2021 00:00;14.09.2021 00:00;23.09.2021 00:00;RTM;Rotterdam;NL
FFAU3108429;CMA CGM ARKANSAS;19.09.2021 00:00;13.10.2021 00:00;22.10.2021 00:00;22.10.2021 00:00;26.10.2021 00:00;29.10.2021 00:00;ANR;Antwerpen;BE
INBU5359939;MSC RAPALLO;28.08.2021 00:00;29.09.2021 00:00;29.09.2021 00:00;01.10.2021 00:00;05.10.2021 00:00;19.10.2021 00:00;ANR;Antwerpen;BE
CARU2790582;MUNICH MAERSK;05.08.2021 00:00;04.09.2021 00:00;04.09.2021 00:00;05.09.2021 00:00;07.09.2021 00:00;;RTM;Rotterdam;NL
HLXU5285736;HMM HANUL;09.07.2021 00:00;05.09.2021 00:00;05.09.2021 00:00;06.09.2021 00:00;14.09.2021 00:00;23.09.2021 00:00;RTM;Rotterdam;NL
SZLU9447311;HMM OSLO;16.07.2021 00:00;29.09.2021 00:00;29.09.2021 00:00;30.09.2021 00:00;04.10.2021 00:00;07.10.2021 00:00;RTM;Rotterdam;NL
MEDU4192440;MSC LA SPEZIA;29.07.2021 00:00;26.09.2021 00:00;26.09.2021 00:00;27.09.2021 00:00;01.10.2021 00:00;12.10.2021 00:00;RTM;Rotterdam;NL
PONU1925818;MSC BETTINA;25.07.2021 00:00;24.09.2021 00:00;24.09.2021 00:00;26.09.2021 00:00;28.09.2021 00:00;09.10.2021 00:00;ANR;Antwerpen;BE
TTNU1208229;MSC DEILA;30.07.2021 00:00;08.09.2021 00:00;08.09.2021 00:00;10.09.2021 00:00;11.09.2021 00:00;25.09.2021 00:00;ANR;Antwerpen;BE
CMAU8201855;COSCO SHIPPING VIRGO;11.08.2021 00:00;22.09.2021 00:00;22.09.2021 00:00;23.09.2021 00:00;01.10.2021 00:00;12.10.2021 00:00;RTM;Rotterdam;NL
MRKU0448236;MAERSK HERRERA;17.08.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;24.09.2021 00:00;30.09.2021 00:00;RTM;Rotterdam;NL
HLBU2421282;APL ANTWERP;22.08.2021 00:00;20.09.2021 00:00;20.09.2021 00:00;21.09.2021 00:00;25.09.2021 00:00;29.09.2021 00:00;GOA;Genoa;IT
INBU5331572;MAERSK HERRERA;16.08.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;24.09.2021 00:00;05.10.2021 00:00;RTM;Rotterdam;NL
FSCU4931211;MSC ROMANE;30.05.2021 00:00;18.08.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;23.09.2021 00:00;27.09.2021 00:00;RTM;Rotterdam;NL
XAGU6032593;RAIL;09.06.2021 00:00;05.07.2021 00:00;29.09.2021 00:00;07.07.2021 00:00;08.07.2021 00:00;09.07.2021 00:00;FKD;Frenkendorf;CH
XYLU8067542;Ren Jian;29.08.2021 00:00;02.10.2021 00:00;;;;15.10.2021 00:00;ANR;Antwerpen;BE
FCIU4105714;MSC DEILA;28.07.2021 00:00;08.09.2021 00:00;08.09.2021 00:00;09.09.2021 00:00;11.09.2021 00:00;25.09.2021 00:00;ANR;Antwerpen;BE
CSLU1812531;CSCL MARS;04.08.2021 00:00;06.09.2021 00:00;21.09.2021 00:00;21.09.2021 00:00;30.09.2021 00:00;04.10.2021 00:00;ANR;Antwerpen;BE
TTNU1045306;METTE MAERSK;18.07.2021 00:00;01.09.2021 00:00;01.09.2021 00:00;02.09.2021 00:00;14.09.2021 00:00;25.09.2021 00:00;RTM;Rotterdam;NL
MSMU5237460;MAERSK HERRERA;13.07.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;18.09.2021 00:00;24.09.2021 00:00;;RTM;Rotterdam;NL
MSKU6477233;MARGRETHE MAERSK;30.08.2021 00:00;28.09.2021 00:00;28.09.2021 00:00;;;;RTM;Rotterdam;NL
HAMU1153077;AL NASRIYAH;23.08.2021 00:00;27.09.2021 00:00;27.09.2021 00:00;29.09.2021 00:00;07.10.2021 00:00;19.10.2021 00:00;SPE;La Spezia;IT
SUDU6755805;MAERSK HERRERA;17.08.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;24.09.2021 00:00;05.10.2021 00:00;RTM;Rotterdam;NL
TTNU1051192;MSC GULSUN;25.07.2021 00:00;21.09.2021 00:00;21.09.2021 00:00;24.09.2021 00:00;30.09.2021 00:00;05.10.2021 00:00;SPE;La Spezia;IT
EISU2181422;TOKYO TRIUMPH;24.09.2021 00:00;28.10.2021 00:00;07.11.2021 00:00;08.11.2021 00:00;16.11.2021 00:00;17.11.2021 00:00;GOA;Genoa;IT
PONU8075742;MAERSK HERRERA;17.08.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;24.09.2021 00:00;06.10.2021 00:00;RTM;Rotterdam;NL
OOLU1341014;CMA CGM ZHEN HE;21.05.2021 00:00;09.07.2021 00:00;09.07.2021 00:00;09.07.2021 00:00;31.08.2021 00:00;03.09.2021 00:00;ANR;Antwerpen;BE
TTNU4138043;MSC RAPALLO;28.08.2021 00:00;29.09.2021 00:00;29.09.2021 00:00;01.10.2021 00:00;06.10.2021 00:00;19.10.2021 00:00;ANR;Antwerpen;BE
MSKU6689253;MSC DEILA;28.07.2021 00:00;08.09.2021 00:00;08.09.2021 00:00;09.09.2021 00:00;11.09.2021 00:00;25.09.2021 00:00;ANR;Antwerpen;BE
DFSU1447234;TOKYO TRIUMPH;24.09.2021 00:00;28.10.2021 00:00;07.11.2021 00:00;08.11.2021 00:00;16.11.2021 00:00;17.11.2021 00:00;GOA;Genoa;IT
TGBU4650653;MSC ARINA;08.07.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;24.09.2021 00:00;05.10.2021 00:00;SPE;La Spezia;IT
SUDU5462891;MSC DILETTA;05.08.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;24.09.2021 00:00;05.10.2021 00:00;RTM;Rotterdam;NL
HLXU5357440;APL ANTWERP;02.09.2021 00:00;20.09.2021 00:00;20.09.2021 00:00;20.09.2021 00:00;04.10.2021 00:00;14.10.2021 00:00;GOA;Genoa;IT
BMOU2469160;MSC VENICE;12.08.2021 00:00;29.09.2021 00:00;29.09.2021 00:00;29.09.2021 00:00;06.10.2021 00:00;09.10.2021 00:00;BRV;Bremerhaven;DE
XAGU6038539;RAIL;05.07.2021 00:00;04.08.2021 00:00;29.09.2021 00:00;02.08.2021 00:00;03.08.2021 00:00;04.08.2021 00:00;FKD;Frenkendorf;CH
PONU1941608;MAERSK HERRERA;17.08.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;24.09.2021 00:00;05.10.2021 00:00;RTM;Rotterdam;NL
RFCU4104550;COSCO FRANCE;22.08.2021 00:00;03.10.2021 00:00;02.10.2021 00:00;03.10.2021 00:00;07.10.2021 00:00;13.10.2021 00:00;GOA;Genoa;IT
MEDU4226792;MSC DILETTA;05.08.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;23.09.2021 00:00;02.10.2021 00:00;RTM;Rotterdam;NL
MSKU6625449;MSC BARI;08.09.2021 00:00;07.10.2021 00:00;07.10.2021 00:00;08.10.2021 00:00;13.10.2021 00:00;;RTM;Rotterdam;NL
HNKU6012308;RAIL;16.09.2021 00:00;01.10.2021 00:00;29.09.2021 00:00;13.10.2021 00:00;18.10.2021 00:00;19.10.2021 00:00;FKD;Frenkendorf;CH
MRKU8357805;MSC TERESA;30.08.2021 00:00;04.10.2021 00:00;04.10.2021 00:00;06.10.2021 00:00;08.10.2021 00:00;;ANR;Antwerpen;BE
MSKU3350672;MSC VENICE;10.08.2021 00:00;02.10.2021 00:00;02.10.2021 00:00;02.10.2021 00:00;05.10.2021 00:00;14.10.2021 00:00;RTM;Rotterdam;NL
GLDU5072977;MADRID MAERSK;17.08.2021 00:00;21.09.2021 00:00;21.09.2021 00:00;22.09.2021 00:00;01.10.2021 00:00;08.10.2021 00:00;RTM;Rotterdam;NL
FCIU8465489;BALTIC BRIDGE;25.08.2021 00:00;24.09.2021 00:00;25.09.2021 00:00;25.09.2021 00:00;05.10.2021 00:00;11.10.2021 00:00;GOA;Genoa;IT
OOLU6425186;CSCL MARS;04.08.2021 00:00;20.09.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;25.09.2021 00:00;;RTM;Rotterdam;NL
MEDU5177075;KOTOR BAY;23.09.2021 00:00;26.10.2021 00:00;27.10.2021 00:00;28.10.2021 00:00;02.11.2021 00:00;02.11.2021 00:00;GOA;Genoa;IT
MEDU5512851;MARGRETHE MAERSK;15.08.2021 00:00;28.09.2021 00:00;02.10.2021 00:00;02.10.2021 00:00;09.10.2021 00:00;14.10.2021 00:00;RTM;Rotterdam;NL
TRHU1219076;LE HAVRE;17.08.2021 00:00;23.09.2021 00:00;22.09.2021 00:00;22.09.2021 00:00;24.09.2021 00:00;05.10.2021 00:00;RTM;Rotterdam;NL
TXGU9000442;CMA CGM KERGUELEN;19.08.2021 00:00;26.09.2021 00:00;28.09.2021 00:00;28.09.2021 00:00;04.10.2021 00:00;05.10.2021 00:00;RTM;Rotterdam;NL
FTAU1471052;MSC RAPALLO;28.08.2021 00:00;29.09.2021 00:00;29.09.2021 00:00;02.10.2021 00:00;09.10.2021 00:00;20.10.2021 00:00;ANR;Antwerpen;BE
TCNU1362231;MSC NOA;16.08.2021 00:00;17.09.2021 00:00;01.10.2021 00:00;01.10.2021 00:00;05.10.2021 00:00;11.10.2021 00:00;ANR;Antwerpen;BE
GLDU7348663;MONACO MAERSK;11.07.2021 00:00;22.09.2021 00:00;22.09.2021 00:00;22.09.2021 00:00;24.09.2021 00:00;01.10.2021 00:00;ANR;Antwerpen;BE
HLBU9463757;ONE SWAN;29.07.2021 00:00;01.10.2021 00:00;03.10.2021 00:00;03.10.2021 00:00;06.10.2021 00:00;18.10.2021 00:00;ANR;Antwerpen;BE
HLBU2001335;BALTIC BRIDGE;13.08.2021 00:00;24.09.2021 00:00;25.09.2021 00:00;25.09.2021 00:00;05.10.2021 00:00;15.10.2021 00:00;GOA;Genoa;IT
HNKU6146138;RAIL;19.09.2021 00:00;08.11.2021 00:00;29.09.2021 00:00;15.10.2021 00:00;18.10.2021 00:00;19.10.2021 00:00;FKD;Frenkendorf;CH
UACU8454692;ALULA;09.09.2021 00:00;17.10.2021 00:00;17.10.2021 00:00;17.10.2021 00:00;25.10.2021 00:00;27.10.2021 00:00;RTM;Rotterdam;NL
MSMU5576470;MONACO MAERSK;10.08.2021 00:00;22.09.2021 00:00;22.09.2021 00:00;23.09.2021 00:00;28.09.2021 00:00;09.10.2021 00:00;ANR;Antwerpen;BE
TCNU4332122;MADRID MAERSK;28.08.2021 00:00;21.09.2021 00:00;21.09.2021 00:00;22.09.2021 00:00;27.09.2021 00:00;08.10.2021 00:00;RTM;Rotterdam;NL
HLXU1413905;HMM COPENHAGEN;12.08.2021 00:00;13.10.2021 00:00;13.10.2021 00:00;14.10.2021 00:00;22.10.2021 00:00;03.11.2021 00:00;RTM;Rotterdam;NL
OOLU6269397;CSCL MARS;04.08.2021 00:00;20.09.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;25.09.2021 00:00;;RTM;Rotterdam;NL
FBIU0103286;MSC TERESA;30.08.2021 00:00;04.10.2021 00:00;04.10.2021 00:00;06.10.2021 00:00;08.10.2021 00:00;13.10.2021 00:00;ANR;Antwerpen;BE
MSKU1561906;MERETE MAERSK;14.08.2021 00:00;12.09.2021 00:00;12.09.2021 00:00;12.09.2021 00:00;21.09.2021 00:00;01.10.2021 00:00;RTM;Rotterdam;NL
TGBU7750907;MSC SVEVA;21.09.2021 00:00;18.11.2021 00:00;18.11.2021 00:00;20.11.2021 00:00;23.11.2021 00:00;01.12.2021 00:00;ANR;Antwerpen;BE
MSKU6711510;MERETE MAERSK;17.08.2021 00:00;12.09.2021 00:00;21.09.2021 00:00;;21.09.2021 00:00;01.10.2021 00:00;RTM;Rotterdam;NL
MSMU8995947;MSC DEILA;30.07.2021 00:00;08.09.2021 00:00;08.09.2021 00:00;11.09.2021 00:00;18.09.2021 00:00;01.10.2021 00:00;ANR;Antwerpen;BE
TCNU6784230;CMA CGM VASCO DE GAMA;21.07.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;16.09.2021 00:00;30.09.2021 00:00;RTM;Rotterdam;NL
4369-9288-108.019;YM WHOLESOME;02.09.2021 00:00;16.10.2021 00:00;16.10.2021 00:00;17.10.2021 00:00;23.10.2021 00:00;12.11.2021 00:00;RTM;Rotterdam;NL
HLBU3108550;CMA CGM OTELLO;28.08.2021 00:00;05.10.2021 00:00;06.10.2021 00:00;08.10.2021 00:00;20.10.2021 00:00;27.10.2021 00:00;GOA;Genoa;IT
GESU6719383;CMA CGM VASCO DE GAMA;21.07.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;16.09.2021 00:00;30.09.2021 00:00;RTM;Rotterdam;NL
MAGU2327640;METTE MAERSK;02.08.2021 00:00;01.09.2021 00:00;01.09.2021 00:00;02.09.2021 00:00;08.09.2021 00:00;14.09.2021 00:00;RTM;Rotterdam;NL
DRYU9108262;CMA CGM VASCO DE GAMA;21.07.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;16.09.2021 00:00;29.09.2021 00:00;RTM;Rotterdam;NL
HLXU8528547;ONE SWAN;14.08.2021 00:00;02.10.2021 00:00;03.10.2021 00:00;03.10.2021 00:00;14.10.2021 00:00;29.10.2021 00:00;ANR;Antwerpen;BE
TGBU5935136;Ren Jian;29.08.2021 00:00;02.10.2021 00:00;;;;15.10.2021 00:00;ANR;Antwerpen;BE
TLLU5003689;APL ANTWERP;02.09.2021 00:00;20.09.2021 00:00;20.09.2021 00:00;21.09.2021 00:00;28.09.2021 00:00;04.10.2021 00:00;GOA;Genoa;IT
CSNU6866029;CSCL JUPITER;12.08.2021 00:00;15.09.2021 00:00;15.09.2021 00:00;16.09.2021 00:00;16.09.2021 00:00;30.09.2021 00:00;GOA;Genoa;IT
MSMU8974121;MSC DEILA;30.07.2021 00:00;08.09.2021 00:00;08.09.2021 00:00;09.09.2021 00:00;19.09.2021 00:00;01.10.2021 00:00;ANR;Antwerpen;BE
TCLU1609828;CMA CGM VASCO DE GAMA;21.07.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;16.09.2021 00:00;30.09.2021 00:00;RTM;Rotterdam;NL
TCLU8667404;CMA CGM VASCO DE GAMA;21.07.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;16.09.2021 00:00;30.09.2021 00:00;RTM;Rotterdam;NL
FCIU4323043;MSC ARINA;25.07.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;11.09.2021 00:00;21.09.2021 00:00;01.10.2021 00:00;SPE;La Spezia;IT
MSKU6705966;MSC VENICE;10.08.2021 00:00;02.10.2021 00:00;02.10.2021 00:00;03.10.2021 00:00;05.10.2021 00:00;20.10.2021 00:00;RTM;Rotterdam;NL
MEDU5901827;KOTOR BAY;23.09.2021 00:00;26.10.2021 00:00;27.10.2021 00:00;27.10.2021 00:00;02.11.2021 00:00;02.11.2021 00:00;GOA;Genoa;IT
UACU5474020;AFIF;05.08.2021 00:00;31.08.2021 00:00;31.08.2021 00:00;01.09.2021 00:00;03.09.2021 00:00;14.09.2021 00:00;GOA;Genoa;IT
TCLU3348847;MSC SIXIN;21.07.2021 00:00;23.09.2021 00:00;23.09.2021 00:00;23.09.2021 00:00;29.09.2021 00:00;08.10.2021 00:00;SPE;La Spezia;IT
SEGU2910586;MSC LONDON;18.07.2021 00:00;19.09.2021 00:00;19.09.2021 00:00;22.09.2021 00:00;23.09.2021 00:00;02.10.2021 00:00;ANR;Antwerpen;BE
MEDU6945753;MADRID MAERSK;15.08.2021 00:00;21.09.2021 00:00;21.09.2021 00:00;23.09.2021 00:00;27.09.2021 00:00;;RTM;Rotterdam;NL
MSKU8637449;MERETE MAERSK;14.08.2021 00:00;12.09.2021 00:00;12.09.2021 00:00;;21.09.2021 00:00;01.10.2021 00:00;RTM;Rotterdam;NL
TRLU8631186;ALLEGRI;11.09.2021 00:00;20.09.2021 00:00;20.09.2021 00:00;20.09.2021 00:00;28.09.2021 00:00;04.10.2021 00:00;GOA;Genoa;IT
TLLU6128309;MOL TRUTH;09.12.2020 00:00;14.01.2021 00:00;;;;;RTM;Rotterdam;NL
TGHU8831081;AFIF;05.08.2021 00:00;31.08.2021 00:00;31.08.2021 00:00;31.08.2021 00:00;03.09.2021 00:00;10.09.2021 00:00;GOA;Genoa;IT
MSKU4120020;MUNKEBO MAERSK;14.09.2021 00:00;14.10.2021 00:00;;;;;RTM;Rotterdam;NL
TRLU7273128;CMA CGM VASCO DE GAMA;21.07.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;16.09.2021 00:00;29.09.2021 00:00;RTM;Rotterdam;NL
CMAU4503271;APL SAVANNAH;20.07.2021 00:00;11.09.2021 00:00;13.09.2021 00:00;13.09.2021 00:00;14.09.2021 00:00;02.10.2021 00:00;RTM;Rotterdam;NL
HLBU3367988;AFIF;05.08.2021 00:00;31.08.2021 00:00;31.08.2021 00:00;31.08.2021 00:00;03.09.2021 00:00;10.09.2021 00:00;GOA;Genoa;IT
HAMU1167960;CMA CGM OTELLO;28.08.2021 00:00;05.10.2021 00:00;06.10.2021 00:00;07.10.2021 00:00;20.10.2021 00:00;27.10.2021 00:00;GOA;Genoa;IT
BSIU4003160;MADISON MAERSK;21.08.2021 00:00;28.09.2021 00:00;28.09.2021 00:00;29.09.2021 00:00;06.10.2021 00:00;16.10.2021 00:00;RTM;Rotterdam;NL
MEDU6992550;MSC LONDON;30.07.2021 00:00;19.09.2021 00:00;19.09.2021 00:00;21.09.2021 00:00;23.09.2021 00:00;02.10.2021 00:00;ANR;Antwerpen;BE
INBU5313141;MSC TERESA;12.08.2021 00:00;04.10.2021 00:00;05.10.2021 00:00;05.10.2021 00:00;08.10.2021 00:00;;ANR;Antwerpen;BE
CMAU9124429;CSCL JUPITER;19.08.2021 00:00;17.09.2021 00:00;18.09.2021 00:00;19.09.2021 00:00;01.10.2021 00:00;07.10.2021 00:00;SPE;La Spezia;IT
TCLU3154060;TAMPA TRIUMPH;14.08.2021 00:00;25.09.2021 00:00;25.09.2021 00:00;27.09.2021 00:00;02.10.2021 00:00;05.10.2021 00:00;RTM;Rotterdam;NL
XINU1481344;MAERSK HERRERA;17.08.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;17.09.2021 00:00;24.09.2021 00:00;02.10.2021 00:00;RTM;Rotterdam;NL
UETU5511052;CMA CGM MUSSET;18.07.2021 00:00;01.08.2021 00:00;02.08.2021 00:00;02.08.2021 00:00;21.08.2021 00:00;25.08.2021 00:00;ANR;Antwerpen;BE
YMLU8885382;NYK RUMINA;07.08.2021 00:00;05.10.2021 00:00;09.10.2021 00:00;09.10.2021 00:00;12.10.2021 00:00;;ANR;Antwerpen;BE
APZU4722171;COSCO GLORY;30.08.2021 00:00;30.09.2021 00:00;30.09.2021 00:00;01.10.2021 00:00;12.10.2021 00:00;27.10.2021 00:00;SPE;La Spezia;IT
DFSU4056249;TOLEDO TRIUMPH;08.08.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;11.09.2021 00:00;17.09.2021 00:00;01.10.2021 00:00;SPE;La Spezia;IT
DRYU4191762;LINAH;03.08.2021 00:00;08.09.2021 00:00;08.09.2021 00:00;08.09.2021 00:00;14.09.2021 00:00;23.09.2021 00:00;SPE;La Spezia;IT
HLBU1191544;LINAH;03.08.2021 00:00;08.09.2021 00:00;08.09.2021 00:00;08.09.2021 00:00;14.09.2021 00:00;23.09.2021 00:00;SPE;La Spezia;IT
HLBU2852103;AFIF;05.08.2021 00:00;31.08.2021 00:00;31.08.2021 00:00;02.09.2021 00:00;03.09.2021 00:00;14.09.2021 00:00;GOA;Genoa;IT
CMAU5197622;CMA CGM VASCO DE GAMA;21.07.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;07.09.2021 00:00;16.09.2021 00:00;30.09.2021 00:00;RTM;Rotterdam;NL
CMAU4915540;CMA CGM VASCO DE GAMA;21.07.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;07.09.2021 00:00;16.09.2021 00:00;30.09.2021 00:00;RTM;Rotterdam;NL
APHU6613731;CMA CGM VASCO DE GAMA;21.07.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;16.09.2021 00:00;30.09.2021 00:00;RTM;Rotterdam;NL
TRHU7744364;MSC ARINA;25.07.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;21.09.2021 00:00;01.10.2021 00:00;SPE;La Spezia;IT
TEMU6191595;COSCO GLORY;27.08.2021 00:00;30.09.2021 00:00;30.09.2021 00:00;01.10.2021 00:00;08.10.2021 00:00;14.10.2021 00:00;SPE;La Spezia;IT
BEAU2002967;COSCO GLORY;01.09.2021 00:00;30.09.2021 00:00;30.09.2021 00:00;30.09.2021 00:00;12.10.2021 00:00;;SPE;La Spezia;IT
MRKU8759492;MUNICH MAERSK;02.08.2021 00:00;04.09.2021 00:00;04.09.2021 00:00;05.09.2021 00:00;21.09.2021 00:00;02.10.2021 00:00;RTM;Rotterdam;NL
CLHU4752137;COSCO GLORY;07.09.2021 00:00;03.10.2021 00:00;02.10.2021 00:00;03.10.2021 00:00;07.10.2021 00:00;20.10.2021 00:00;GOA;Genoa;IT
HLXU5198225;MADISON MAERSK;21.08.2021 00:00;28.09.2021 00:00;28.09.2021 00:00;29.09.2021 00:00;11.10.2021 00:00;;RTM;Rotterdam;NL
TRLU6580937;CSCL JUPITER;16.08.2021 00:00;17.09.2021 00:00;18.09.2021 00:00;19.09.2021 00:00;01.10.2021 00:00;12.10.2021 00:00;SPE;La Spezia;IT
WFHU4150230;TOLEDO TRIUMPH;23.07.2021 00:00;10.09.2021 00:00;10.09.2021 00:00;11.09.2021 00:00;16.09.2021 00:00;29.09.2021 00:00;SPE;La Spezia;IT
HLBU1542968;CMA CGM OTELLO;28.08.2021 00:00;05.10.2021 00:00;06.10.2021 00:00;07.10.2021 00:00;20.10.2021 00:00;26.10.2021 00:00;GOA;Genoa;IT
CAIU8091734;CMA CGM VASCO DE GAMA;21.07.2021 00:00;06.09.2021 00:00;06.09.2021 00:00;07.09.2021 00:00;16.09.2021 00:00;29.09.2021 00:00;RTM;Rotterdam;NL
TEMU7388193;DALIAN EXPRESS;08.09.2021 00:00;27.09.2021 00:00;27.09.2021 00:00;29.09.2021 00:00;06.10.2021 00:00;12.10.2021 00:00;GOA;Genoa;IT
TCKU1230328;MUNICH MAERSK;02.08.2021 00:00;04.09.2021 00:00;04.09.2021 00:00;05.09.2021 00:00;21.09.2021 00:00;02.10.2021 00:00;RTM;Rotterdam;NL
HAMU1078923;AFIF;05.08.2021 00:00;31.08.2021 00:00;31.08.2021 00:00;31.08.2021 00:00;03.09.2021 00:00;10.09.2021 00:00;GOA;Genoa;IT
MRSU3062321;MUNICH MAERSK;02.08.2021 00:00;04.09.2021 00:00;04.09.2021 00:00;05.09.2021 00:00;21.09.2021 00:00;02.10.2021 00:00;RTM;Rotterdam;NL
